league_id,queue_type,tier,rank,summoner_id,league_points,wins,losses,veteran,inactive,fresh_blood,hot_streak,retrieval_time
f2026415-934a-437a-9f21-bc408bfd1c13,RANKED_SOLO_5x5,GOLD,II,iTTBm5LWqw_WuRofFqfpAuQXIqI_BlDvbDvK9NGjTiqafgo,20,4,1,0,0,0,0,2024-08-31 18:40:22
034fda37-5fb4-45ad-849f-67fc7d06ca4b,RANKED_SOLO_5x5,GOLD,III,ItW44LxHZLlzymH1GvumLGELwgzaE7476cZO_IevZcW1jHY6,48,22,13,0,0,0,0,2024-09-04 19:32:02
319e6a4c-698f-4afc-b3f1-168f9154c450,RANKED_SOLO_5x5,GOLD,IV,itXdlbA6OdpaPJMOfABjc3m-4yJE0Xqu2I7gyZqdsWPdiGHG,9,5,3,0,0,0,0,2024-09-05 04:45:11
a2a7dff2-f741-4d6d-9513-9a66653e9b73,RANKED_SOLO_5x5,GOLD,I,Itzy06tLwHofQ33nr-MCZ2XXwk7j5jfXTeMplpcpejU5Zp4x,29,2,6,0,0,0,0,2024-09-04 19:31:50
a01395dc-de7d-4659-b155-a33d67780bc9,RANKED_SOLO_5x5,GOLD,III,iu-NsyU-RvlmP_EI1C8RtvMZW0V1D8qXjyD_jEBWrVEVpyI,79,23,22,0,0,0,0,2024-09-05 00:35:04
533de1b3-12da-428d-8c0e-2ec3f0887991,RANKED_SOLO_5x5,GOLD,IV,iUbL2_VS_TavDZ_ZEK8NGGpLFNpIEA5ZkKm6AMcxaodfnUZZ,0,6,11,0,0,0,0,2024-09-04 19:32:11
668a39be-2e74-4c75-9e02-817953e2270a,RANKED_SOLO_5x5,GOLD,I,IUfdjr8nGH31pjpNiuPwNh7zQF9B3G2oLlxpYYwsZxFYXKBd,15,135,127,0,0,1,0,2024-09-04 15:12:27
47f8c8c4-2470-4d5e-9239-8d4bbd6a7527,RANKED_SOLO_5x5,GOLD,I,iUHTACpoABb1EI46inICwfd3DNaylwg-GJpxUhqbQtChhsnN,9,3,8,0,0,0,0,2024-09-04 19:31:52
7a802902-6b7f-4dbf-b1e6-4f1eb45bdb7c,RANKED_SOLO_5x5,GOLD,III,iUMd-kbNM-aEm1aeGz-8HO4TaMkBYJB5KnwgtPF-BtrCGOgg,8,59,68,0,0,0,0,2024-09-05 04:44:58
43ef6195-2083-4386-a883-454bf10244f8,RANKED_SOLO_5x5,GOLD,I,IuMqgZr8nJncyIbB5v1ZsrBoIJSo0TATnE9dqL1djKQguKD3,22,3,4,0,0,0,0,2024-09-04 19:31:50
445bcbaa-f148-4694-9ab0-6c2e6d710b2e,RANKED_SOLO_5x5,GOLD,III,IupwUpF1WRdBFuQV_-Kg85TqqTLxGCpTIF-NFggSShqTa8IH,99,11,7,0,0,0,0,2024-09-05 04:45:03
7bf60939-4fb0-456a-b632-1c83ec3d644d,RANKED_SOLO_5x5,GOLD,I,IuqtvA4cUwy6MD2WwRvdKWPSbR8F7C4Qw52gfDPSNaWg97_h,22,7,2,0,0,0,0,2024-09-05 04:44:37
abaeaa20-b499-49e7-b717-2e7e38cd4e35,RANKED_SOLO_5x5,GOLD,II,iUZqs-MFnGCe4YMpn8dsf8YI2iG-rbb1zFQ3TSfWCgT_2JPf,89,94,90,0,0,0,0,2024-09-05 04:44:44
cc8b48c2-cce7-4210-916e-2fde10377ecf,RANKED_SOLO_5x5,GOLD,III,iv5st4HAPGiebkgB3DzoZwIXnrHjoRv6Ulin_GHNnzFr_qXg,8,12,13,0,0,0,0,2024-09-04 19:32:02
1061e072-82a9-49d1-93f1-76fd70fc61de,RANKED_SOLO_5x5,GOLD,I,IvNmBaEwo-SGzT63AaU23fUJ7xo_7WP24RW1sKUlAs0r4GOJW9n2IqXQyA,65,4,4,0,0,0,0,2024-09-05 00:34:59
6e2d71ce-6902-4158-a8be-e9a8aaeaa1e4,RANKED_SOLO_5x5,GOLD,IV,ivVGQTQdXGTv_VfHKVjstUfj3nXAQsiGNAj-lSfz-aQ94Vya,98,10,8,0,0,0,0,2024-09-04 19:32:13
35f6bd6b-4ab2-480d-aadd-a51879e658b7,RANKED_SOLO_5x5,GOLD,IV,iVyU_WtX88FR3al6Sy-rgYyXQgymx9TWBsMjVMHQFSOQe7Xh,81,57,52,0,0,0,0,2024-09-04 19:32:11
2f9b5ae5-7af9-4143-82b7-561c0bffd277,RANKED_SOLO_5x5,GOLD,I,IwebNbNSWefEpudcotB1XKo2HeZIMDQCDCylBkNm7mMAdovv,4,1,6,0,0,0,0,2024-09-05 04:44:37
914077cf-8a38-4e5a-b48c-fe2b94d4e948,RANKED_SOLO_5x5,GOLD,I,IwgFa27gwdjWes83wanxez_EDAsDuqqwudnFMAxXNHQHjONl,8,9,12,0,0,0,0,2024-09-05 04:44:37
714402e9-ab5b-42a5-b428-b9dd3ff649e9,RANKED_SOLO_5x5,GOLD,III,IWGFqQSqwEXVHYOweaI-VeKv6O-hgqywbAxcruFb81xiWsGB,52,92,81,0,0,0,0,2024-09-04 15:12:39
26e4a8d7-814c-4558-a0dc-d92674d39b62,RANKED_SOLO_5x5,GOLD,II,IwkMnDTNH9T16SVJwLAQnh6ZbL6GRbob62-EySZ_vrmQPoi-,72,16,12,0,0,0,0,2024-09-05 04:44:49
2625bc78-0528-42ca-82e5-fcb51cf497da,RANKED_SOLO_5x5,GOLD,III,iWo3WRJdWzEnKwieIOvsxK4QV73bSI-KcDeXIfcbvI9T5BgZ,70,17,23,0,0,0,0,2024-09-05 04:45:03
425d055c-ff3a-45b7-b3f1-6996d6955afd,RANKED_SOLO_5x5,GOLD,III,iwOAnugueIfCgw2ykdTC8Egm-zv_Gvi235fOjWuBGRQrajoi,35,16,21,0,0,0,0,2024-09-04 15:12:39
d78b19b2-a758-4fdf-8dec-51b65326b8cd,RANKED_SOLO_5x5,GOLD,II,iWqPfJvnkw10Vp_zvKIoTu1LnGJEwVIJkiEJ30UkEMP8QADe,56,13,3,0,0,0,0,2024-09-05 04:44:46
0cdd7657-fb66-4071-b12e-4f0ed5af4eaa,RANKED_SOLO_5x5,GOLD,II,IWUOJ-bVMa-uNNVOtXwExg4qseaHZxSFVWoTBLtZuRPoF8E,2,12,7,0,0,0,0,2024-09-05 00:35:01
52c640c3-fd9b-4cfb-98b5-e0a1e06f72e3,RANKED_SOLO_5x5,GOLD,IV,IwXW6UltWGwk2lwEbCf47ynqCMI3R4Tm6X_AAzmsbfV9OXTB,45,19,15,0,0,0,1,2024-09-05 04:45:15
8a27737e-726b-4dd3-b3d5-91e3930446ef,RANKED_SOLO_5x5,GOLD,IV,ix0rvS9OOTjcwmE459Wqt4Gp4u8wVuyRw0_ww90EFybgyzP1,19,9,9,0,0,0,0,2024-09-05 01:17:53
51a39134-d920-40e6-a46b-783a07799fc7,RANKED_SOLO_5x5,GOLD,IV,Ix4DaEPW8lVlUSKjwBo3kmDWRQgqWrwNf25vgaKm1LSmy8rD,16,27,23,0,0,0,0,2024-09-04 19:32:13
5c164b0f-eb60-43bb-aa2d-e9c4a164bf9c,RANKED_SOLO_5x5,GOLD,I,ix8c01E7LsvFtdSuytynZmajjBRDake3owIc7aoWuhJ4nGDa,23,172,170,0,0,0,0,2024-09-05 04:44:39
cc8bac72-e39f-43cf-88c4-96f9c0901e4c,RANKED_SOLO_5x5,GOLD,III,iX91ZntYv6Lqj6pZkedDhIK9AvqNk6nxMcDG7pKv3lN8OiDA,56,8,10,0,0,0,0,2024-09-04 19:32:04
69601525-738d-413a-8669-6fe1eef85773,RANKED_SOLO_5x5,GOLD,II,iXASNa7jC8kc_JLf1f216L-EZJ0QINQvlsxn69iKQULAFHQG,53,32,25,0,0,0,0,2024-09-05 04:44:49
f4151b51-1d09-4e7d-a154-def5cd064fc8,RANKED_SOLO_5x5,GOLD,IV,ixPXp0zAIw3UexlEmhz-dy6_mbppu1Qrv4nL8EqX5L-A1718,73,10,15,0,0,0,0,2024-09-05 02:42:58
a9760abe-a67e-4590-8c9a-7aa07d352f5a,RANKED_SOLO_5x5,GOLD,II,IxtfeWJcEqYni0tj9qJK9pSRxa3MAKWdTU_yk2ywWYvmf3TT,46,31,34,0,0,0,1,2024-09-05 04:44:41
91e0f1ff-8cf9-4839-bcc9-80a334d64adc,RANKED_SOLO_5x5,GOLD,II,IXvvixMnzRhJVRVa7OJoZOyzJKWXtM9lPnsqu325mGHis6mC,0,45,38,0,0,1,0,2024-09-05 04:44:44
b34f8d31-99b5-432b-97d2-aa162a2f30fb,RANKED_SOLO_5x5,GOLD,I,iXZl-KH5QSqqtjenT3P36yz3mVKXj0kbp013XhdtOT7Behal_QAZBO4GZg,2,189,198,0,0,1,0,2024-09-05 02:42:51
cecd1659-20e3-4a4c-87db-a85aa99b252f,RANKED_SOLO_5x5,GOLD,III,iY_DEuIdQxT525yyugDY3rNy3wOpCVGILgAkymyqcj4ajibu,28,89,95,0,0,0,0,2024-09-04 19:32:04
72a1bce5-02af-43ee-8ff9-ccd94b8ecac9,RANKED_SOLO_5x5,GOLD,II,Iy089Eoj7S_MS1tNmA3hZ275durS-LdUVK9KJWF985e0hnVx,96,15,13,0,0,0,1,2024-09-05 04:44:44
fd903ca0-dca4-4d04-b81b-f34a275cbbeb,RANKED_SOLO_5x5,GOLD,IV,iY0UNC6VBxS_YqnxFHJfdSlypzcLQUXaIdgSIfgC37poxFK5,0,7,8,0,0,0,0,2024-09-04 19:32:11
e3e30746-c38e-4f79-afc7-f356b0246d42,RANKED_SOLO_5x5,GOLD,II,iy5iR0jNYKqo1swY1n5bn_rKA3UITEHIVuhA6RaVgD1AKOtK,22,10,12,0,0,0,0,2024-09-05 04:44:46
9adadaa8-5145-4dfe-b516-372e2f3ea59a,RANKED_SOLO_5x5,GOLD,III,IYa1uYD5l1ec1bW86-BBATRmwUWwRPeHgVhK35UTxBxYG5Et,16,104,106,0,0,1,1,2024-09-05 04:44:54
4eb1d70f-87de-40dc-924b-0ff55d8b8789,RANKED_SOLO_5x5,GOLD,I,iYc5T6WqKiBpZB36LwV_JzZnjMckPA3KxOfVb3wGUd4VpvKd-wWV0gCqig,48,4,4,0,0,0,1,2024-08-31 18:40:09
e524de0a-e3b7-46f5-89d7-dbc1c25c013e,RANKED_SOLO_5x5,GOLD,IV,iYHH8t3YxJl057Hv8H_0r9GMkRlgNLdOLnV6KdxB8QFbmP_8,86,6,6,0,0,0,0,2024-09-04 15:12:46
7209c3e7-6637-4077-9fab-9fed66dfed9b,RANKED_SOLO_5x5,GOLD,III,IYHqeSsSOmL-PCS--poOxlPXXZKNzFy2d1yijGoRB5Znu8D8,29,7,15,0,0,0,0,2024-09-04 19:32:06
f698d8ab-339c-47cf-a280-dda378efaccb,RANKED_SOLO_5x5,GOLD,III,iymf8RAYQ3NWB3SYFlTeurYuJlIbuHNf3-0UDxsfAd2w2rs,12,7,12,0,0,0,0,2024-09-05 00:35:04
ebf3f436-5b68-44d9-9fe2-59e237dce0a6,RANKED_SOLO_5x5,GOLD,II,iYQttOoKG4AGl2IpH4iLzjnBqFChGlj9RhS_s6eVw1u86I-6,81,64,52,0,0,0,0,2024-09-04 19:31:54
26a2d7a5-b892-4a2f-91e4-0379cb49f5b6,RANKED_SOLO_5x5,GOLD,IV,IYr8SRK22LFVIyvAEJJtP1LuEiPnTxpGT2E2F6zyZ5sqN31G,0,12,15,0,0,0,0,2024-09-05 01:17:53
97d822f9-acfb-44e5-80ca-898cb9f03fe5,RANKED_SOLO_5x5,GOLD,I,iYVDOhvOaj3gmeN1NO0EhBMytdC2k6WbpbZZy9giYuPcmlkC,47,8,23,0,0,0,0,2024-09-05 04:44:32
da955ff8-cf9c-4fb3-ad98-454b8f1634ae,RANKED_SOLO_5x5,GOLD,II,IYxizsjuD0SzZxHjHb0-Sf6HKypCvKxjaGJaeRXVGq9InjBg,26,42,39,0,0,0,0,2024-09-05 04:44:44
1b48ad94-3280-48da-8cf1-272f397883b5,RANKED_SOLO_5x5,GOLD,II,IyyH3SqCCrKUUInwXAYyzOlzhg74Uf2jrWKcJ73V6Bt407tI,80,5,1,0,0,0,0,2024-09-05 04:44:44
0d1a3349-91cf-4214-8399-ca9acfcef2d6,RANKED_SOLO_5x5,GOLD,III,IZFdAv-UFx9ucGxPZd7vpWVl64nwZxrawkFiKRi5VpAzjF8,50,40,40,0,0,0,0,2024-09-05 02:42:55
584a9da4-642c-4072-ba6b-b2140d2965ff,RANKED_SOLO_5x5,GOLD,II,iZllg3hsfHg-07fL1CSXmUnlXKUNVHlo2rPRq2Bg8Gb2rb4x,93,3,6,0,0,0,0,2024-09-04 19:31:54
0b73af30-2bec-44fc-a776-1cb3141985ba,RANKED_SOLO_5x5,GOLD,II,IztaQQjWBsRcZBssPgj2nTdTIynID95vG3OWL1ar9Vj5UFRQ,31,11,12,0,0,0,0,2024-09-05 04:44:41
61287c35-acee-4275-aaed-c68bb4805349,RANKED_SOLO_5x5,GOLD,II,IzvDScxji2Z4uZ_26tVZGHQEdrbsqpps8IWZKsKf9xc0YtkV,34,32,22,0,0,0,0,2024-09-05 01:17:48
61de51c9-2e2f-4cab-8745-ad59a8cf626c,RANKED_SOLO_5x5,GOLD,III,Izwzmh_OIt_HHqahVlj5_ViKJlY6uu70On54hXnHRLgYHq4,40,29,17,0,0,0,0,2024-09-05 02:42:55
5e721753-5864-46ec-97b7-00b1996c006c,RANKED_SOLO_5x5,GOLD,II,J_JxX8mkaS1ytvyZBZue6w5QZ17TBHu4DT_eGDt-2e2ukQe0,21,15,16,0,0,0,0,2024-09-04 15:12:37
e20605a6-53f8-421b-b376-cb705b2df409,RANKED_SOLO_5x5,GOLD,IV,j-Er4Q7d6sXR3TpM9W4wJCN-8F9NEGJCzYm-DtLdWdyNfHqC,58,11,9,0,0,1,1,2024-09-05 04:45:15
44cb39f5-08b8-439c-a317-a7e6821ca897,RANKED_SOLO_5x5,GOLD,III,J-fbG3sKMYfkHF7moXdVtF8bXOMrbSqPj5qLyT4-JoEjDNKL,1,146,136,0,0,0,0,2024-09-05 01:17:50
79ef5414-db63-4c8d-9317-650a5f9ed674,RANKED_SOLO_5x5,GOLD,III,J-JPbjnBPyF9fePHQ93qP2RS__bP83ODhCdrloNrsb_VvRYo,9,2,3,0,0,0,0,2024-09-05 04:45:01
3b866721-47f9-45f5-bb07-736bef85eb68,RANKED_SOLO_5x5,GOLD,III,j-QkK4jo40sxMRVhjwovXTzEQXdOKf7ap2unoLrLig7eHwnR,65,3,2,0,0,0,0,2024-09-05 04:45:01
a4748cea-64c7-41cc-90a8-13eb14e969a7,RANKED_SOLO_5x5,GOLD,IV,J-wGnz1cZPJ37lKR1PvNKn3BboO9I1DigmMvay14d9p1aues,86,4,3,0,0,0,0,2024-09-05 01:17:53
b417f15b-b3b9-4db0-bd46-5ae59711763e,RANKED_SOLO_5x5,GOLD,III,j00GOJjZXZIVSoKNLa_OfsNJ-00yyRYbyoRWboEWlDvgRlO6,65,13,8,0,0,0,0,2024-09-05 04:45:01
74140689-7a6a-4700-ae41-65844b898989,RANKED_SOLO_5x5,GOLD,II,J01vdIrIhZF10WLO8WyzjyuS4q8zzrZWpoOYnYXFhevopJq1,68,7,4,0,0,0,1,2024-09-05 04:44:46
58794fbe-464e-4877-858c-2e7484a8b294,RANKED_SOLO_5x5,GOLD,IV,j07u8RYnrL49aFEVGcf6GOOGam3jP9F0DA10tNPIuniXY4sF,67,9,6,0,0,0,0,2024-09-05 04:45:11
cc400a12-8d1a-4507-8f45-af7761e4452e,RANKED_SOLO_5x5,GOLD,IV,j0kWPpdk6F19RNeZTvTeSH1CvsS6vMULAxFjgHYPhwBPPAon,45,22,24,0,0,0,0,2024-09-04 19:32:09
60de9fa8-5961-406e-8c05-8d3e0394cf9a,RANKED_SOLO_5x5,GOLD,IV,J0KyqY9ZYFCmHHnKXXbYpMbsKEOlC7tqLfB9SjWk2GfBZrRl,67,39,39,0,0,0,0,2024-09-05 04:45:08
b50a54aa-f251-4a63-9dd9-2d66bfe73f83,RANKED_SOLO_5x5,GOLD,I,j19J2LpAGtV7TX8d_Bq1amjD1jCPFD8_DlB9Tk0bSL-kDoFc,21,4,6,0,0,0,0,2024-09-05 04:44:34
488add81-2e68-4580-9413-f62d06255536,RANKED_SOLO_5x5,GOLD,III,j1JQU_qDQxT1agDL8FbeEB6C7bj3lSs21r_Em_TD1NmQvEo,12,131,119,0,0,0,0,2024-09-05 02:42:55
86a10e1a-2817-4159-88fb-2e940b47329e,RANKED_SOLO_5x5,GOLD,II,J1tk1ZsLjxgUxpB2mvGLN0qiNPQLO-ImMdGQ_BRWWo8G91hK,23,35,31,0,0,0,1,2024-09-05 04:44:44
f89cb345-2810-478a-9db4-599908ac9df3,RANKED_SOLO_5x5,GOLD,III,J1Ybygy-UPe7UdvfVrRqAcOYijQZtrTAVDo030pNsiHVy7w,14,10,11,0,0,0,0,2024-09-05 02:42:55
8c552815-9060-407e-8431-b0de7fafe245,RANKED_SOLO_5x5,GOLD,IV,J2F6nYMHKV8_zvscgNvqDmSndfTZt3Ja4s6s8Un-UGJLXvJw,41,47,53,0,0,0,0,2024-09-05 04:45:13
7484b6f6-3c83-492a-9c33-b27ee7c5eec6,RANKED_SOLO_5x5,GOLD,I,J2H48LdTRbUzIYeo-rliH80f_mC-27muY10kVCNqHbjSW_8G,62,9,5,0,0,0,0,2024-09-05 04:44:37
a8a94f64-2ec0-4c1c-a5ef-15f20f91f3df,RANKED_SOLO_5x5,GOLD,IV,J2JM9Ew5U9qML8-eRg8X-Jbwxb5UTxcrHzm7tnSLkuQcQMi5,54,25,27,0,0,0,0,2024-09-05 04:45:15
1b295f11-3367-426b-8780-1c3fb872ee74,RANKED_SOLO_5x5,GOLD,III,j2RwnlSXbUr3A3_5ChXi0wZ9azz_452A9piJ44I33gEKY3sr,42,47,60,0,0,0,0,2024-09-04 15:12:44
9cd93384-16b7-4c7c-8e2e-fdb0e0c2f5c3,RANKED_SOLO_5x5,GOLD,II,J3FI78mcY3-ttImObPEHThiHNfsXk1kfXlIMqdbdjZL7mbiu,27,11,12,0,0,0,0,2024-09-05 04:44:41
3403ef2a-15cc-4ec9-9fde-a41b5b6934d9,RANKED_SOLO_5x5,GOLD,I,J3lU5ikqwF-BU7hFplgqJxR6YD8M7suVwWik_Rn6ghYGv9sB,77,13,6,0,0,0,0,2024-09-04 15:12:27
49119e23-6875-47a1-ad9e-4cf683cb2f41,RANKED_SOLO_5x5,GOLD,III,J3ZdPmIOyhmkm1c6YOzRZYMuSpc1QvOqkLGdgrVQpxbzlarC,53,32,32,0,0,0,0,2024-09-05 04:45:03
9b73f1d4-fe26-4f93-8dc2-71843123d64b,RANKED_SOLO_5x5,GOLD,III,j4OYC_2Ys9iqHYdeHDsWvcSuuxQDSClTf4Ji-RLR_SlrNTvs,59,37,31,0,0,0,0,2024-09-04 15:12:44
0245fd83-9bdd-4963-a295-9a2c4f06d50a,RANKED_SOLO_5x5,GOLD,II,j4PUPsA-wSX-qaJLMNyKDATUSCv1renwkXHzfMqijh-_bx4x5357aiS-eQ,39,68,54,0,0,0,1,2024-09-05 02:42:53
d663bf43-d1fc-430a-9605-dd225f13b2fa,RANKED_SOLO_5x5,GOLD,IV,j4WL8MC_1hsHvoqRvjqR-aFREW4XQXTeET_b2sBErM1YDfbc,0,0,7,0,0,0,0,2024-09-05 04:45:13
747055eb-c10b-4a62-b5ff-3d63f1180ed7,RANKED_SOLO_5x5,GOLD,IV,J4yc0bkaFbJ4Ly0RG1ZcpZjP5qfaHllkBTuh9HijoiLgPY6Z,2,16,18,0,0,0,0,2024-09-05 04:45:08
a29f9660-c985-4c43-aed0-a7778a764427,RANKED_SOLO_5x5,GOLD,III,J53ryLXLY9C_2y-nbaJfFTcp-TWHHgZ7Gm6B3bHM-RfRTjFo,37,9,8,0,0,0,0,2024-09-05 04:44:54
4457802d-8592-4454-a6ce-b57844ad7095,RANKED_SOLO_5x5,GOLD,I,j560v3aQl0GrxKhxpmf4I3BURsjonfcDIayWt3TXDrxZTvVY,34,9,3,0,0,0,1,2024-09-04 15:12:27
