summoner_id,account_id,puuid,profile_icon_id,revision_date,summoner_level
4N06zLhgaDGR7yiwlGZlM0718cJ8KMinYmLt5bqSOQwR9wEf-A6852Yjew,g8QGWWzX_aUVhMqyWnEN9nWwz11wUrqxLIvlOWYFhyjNhJv7H5v1ZRtf,0owrzDnSRzUXWkieWqwHhvmr4Sl93Bl_UVuO7bulj6PfnU-s6Xz-vrW-7VALcGIhrnyUxkdfuEukZQ,6498,1720640870000,66
4n9iE7DTdJfKOW2bmpIHh3yUN24nGIbs-WJs4Z3Hfq2EDEY,KduHF2l-wd3b9koM3ukj2YhKbCQiEihJMQ-DFLVRshWy5Q,g2twU0avPr_JqZ7M8hMC9wYbwCqzrIpyiDsh0m5TQkKG0n4LZK8_RxCbAwPEbv1edASn5k2vn1dr8g,4363,1725242666000,286
4nJvKg_wl7g1cKxNN8Q1xyMgNp5EcUyqNJUGM9wGVqEC-9Y9,4G4-8ja1W0yBVoGmcnRFd_CSxDsUyDXVtyyGL-q9kDeXwXvKLlqgc4FU,6trv5zmvZCwx37hkEWCEcZqpoT9V5MaArIdhabWgX_NSanKmXnspZh5XFmfYvvCNTypdcRQqIXeacw,5270,1721852806000,194
4nM7cfgaZjxr2imAPoMRJJjLumh9hwIckfEfTUivM2lEev4s,lPc-4kqGgdBKiI_D1Edph-2Mrsh2IM4CURFQPaqu_MTvlofilKYEA0CD,4vdHCu7n4W4m6hIKK3e-V3eLXc2Yzex5stn7KEs55UhoadKbWlu2N3DzBt3v6IX4Vp094xiZTFNE6Q,5098,1725258280000,660
4ntySZFHhLGgcxvCQk06HoaEoIYjnf-sj9BOJ3C90mOVTrwX,ClXHadugMQSGD31FK2C3QOhDkCjuAOuRsCWyJxn2b_28ZCjfVx0KNGwC,Oj-SeGP4_urixtg6P250jSizo7Cz6nlr88w_rUkzRit8bmYEFjERM7CxNIOYraZZMrEw_ciVsRYvDA,6078,1725333853000,458
4o-Lipcam47-3d_x1cH5YC5P3WlzOf0GtoXsMOOOZxE2Oc-3,3Z30jgFnSMARufPPk3h6_qYhwA9k0zXkBTZveFgymO_ad-_Sxbu5HZOs,LD-l-QVAajfhSA3u60K7HXDN3fvigBMv58DJ_NZwsslMRsUlEm6LVR8JHjXawltKsdV5eYmxEBMfcw,7,1724380175000,31
4oAOWAz1xn1wKx4tVK-Z6_m59tRmq5l5DmyHADH0ie16Gu-f,Z5mNwjonVTQWNxMCpVEcecjW8AwFxvMWQ6Hn3tsDxIDV6AIFdxRjC8M3,jANvrBL5zxEtyn7rdmXB3dA2tQnnt6vGjSfVHPKULP6-b0dH-1vyH7Any_E9ZT2P-IiZ8JaWSlHVsw,5922,1724639558000,180
4Oq6pBUAKZPZO0QyIVHgru33L-8bx-7VjblTD9PMbMaEKBuw,bXn2beCdWl-29fDg38O3G04ExcCL936bJh_5jB4-H0qeq6o1pjltOHGU,0OiznXd5G6rHgNGkPrNNZ2I-fU7INAya_0-zufgDhBGG8E94thWzP7xjp56oiOb4l5Bf-vvzWaQasQ,4653,1725410797960,297
4P_CDbnwcn8Gljw2yoqK-C7OumoypqyRaPMuB3i7pmTyMzI,dLDvYYF0KbFhF4Q_ddibCXnq_ttE4UXQHSZt0vKwK1Cw-A,GGGTDUIBZidG3LRsM1bqTqrxKqujltk7-PX657vPN5ARDzgBevUR56sELiZkmzHVo2Png7QqxV46hQ,1295,1725157109000,145
4p0rC0fmvIxpbTWAMTNuY0wmocVAUDiwkny9umZy_br55zHC,YbLq79THMWdmIWYdJufe-tEmVCg3wE8KC2amRUvjkELLoE6eQCPfjUOy,JFTEIpGbTj0gbINJF3CJ0xeha8IqaUp7jQvLSGI4UvaaCBLCYMbu4hyowNY-1771XkGJUXaVIk9UCg,683,1725409046000,205
4P3zayx-yw_0SQ7oyq-0ANKF2lWUDHz_z_jnTLrl3vw1fMolFHrJ1PACmw,ly4Xugm2A4zHVu6guNrUzEBnYxNHi4ApsJl6QLlOLRYylaE99WO1xeai,dmYExyS-G7Np5B7vEYNPHzBWqkq011C41xW5fkQce2pzk2YfjGpqUcaJHJ6x05OcYo6UDkhMnN_nvg,6621,1720136865000,39
4P4df3iprJwimJamVd2x1KyuHKO0DC7TgqQ3KSE4AfUDfz8,Koh2o4_rBPaBJscl4OgWDLNW4GKnDujbsB_ORCqBBppmSA,G0cqnQA0EUKB_-mZaUsS-WPEFwXyqfrDeO7PBF-IyH1x74-K1EVWsYZtY3VWCzAP31SzjnS9imJtkQ,6622,1725496707516,447
4PahYMeD5qn_t32UdMQaNTHW39Yz4GSf5u8VWpgzbPTweRYgo9b6lcsOeQ,gfT4ZZWLYRkspCeiHXCZVF2MgSJMe5LUOXtbWWpwZ7rKX458ToTdqXF9,AOh5LX_Y17DfiZMkrpSWrgscj12Orwdf2k2E_HO-TLF3GqFVUTopvdO1gzQrD-EQkW7rXDIpR5xV1g,3865,1725418107783,416
4pkphefnD7r6lGmoYHmeO7U30i6ygInmhy1gqqrNsJ4mHVHP,F0fQXZfo6dR96W284VpWwALqSy1DTEST6IqDDRq_KqHQDJYHkOn2VG11,3KfrZF37dLiTecQbDk6GqstvmSHUdb-3LRffetHS7o7zEoeD2CnyZvy1wSPi3CJQUiO9_iZHPJ_cIQ,6365,1725337389000,486
4PoO8ILKEGeHY6iDjUL3tcQT56bIaN37BkEDaCZTcUiQ1ABx,VSI7n60Vc5FtqDOfrEJqBuEQn8ykEuzd5ShlmN2_JZySrUw_M14Zd5t1,FbOgiGhPPm3ReC0jQDPjSiaP5wC74yF0qy8q208QYD7dDx_b-TSVarHAI1zwSZkiwRjrgvc36-h3dg,6499,1721139531000,47
4pt1Kgpq7XU87-M6_oEq48EOdGsE-UvAHANTrTBiIk44z1ch,vpRsYi198zCxZOxdSY_STlcW-qY18v8Sai_HskJCUPbxMPnDDS_C9RJy,guXgK8cy9RNuu-Nfkx2zhfDjY3OWTFiWKmx3IuIGgHUMULZLnNw92nj553MRKpa9X8Ck89RdcTEYtg,4568,1725432216202,290
4pvM-FeoXA-_Ved8zJWmKGOCRvzQE223Vs24amYWCtFQORht,dsi2CYIE2lMNrWaNKsn8mhOZ2O4bg8AgvCeh0n6iT4tZwEyoJaMpvao2,ZciggSnACsVLFOA_34js9W7NuUjm9Mdzo45Gc7-YLxpCyQDs8Kitd92aw2algUICAWh3vQUNQLl5jQ,4216,1725380349000,466
4pxgShcLcKAA0aIoKGPvDvkKePqOw7oux8Nzvvyzykadfgub,aU4eJwWlJI-SZHSiZ3ryFUwgK9PWt2uzdxMANPk8vwNVjhFhBVFzOAEo,_98yPS6M0QqTxzdHdIz981w4DXVPxfuas3QALNKGVQyHHdDAD2T2OTJsodNk0NONP_RVZkO_b7GJGw,6338,1725321871000,457
4QKNMHnpnBIZ3CVZrbK7Ug0Wzit_hzoVdffQSWTGy6c7kvzF,dSPcIV_5FDaE23azkiEbPkowfI4TzVIEihf-LUtwZ8cGLXKOAjL77hPv,hI664ESveEqmVkM6zgLlFUFkrh66a5nwekF_fZUPrpBHwAokeih8bWLcH9k2Aptajb3iOHmFZLLiqg,3152,1725460347443,459
4QspzKf9aKHcrHEwCq5JOlu3CjDRBXC9HXiwSlajTWrhmNQa,Jj_XiVGhQuVqAi-ixF_-lNcvQqjwKnZwYJC7G0Ay-e8WUnNnL-ti6WX8,kPVotawC3jqdXs70migGhGWzlE0m9qy40YmZUpa_3Za2FDlHIg3r1oRE7XRid5yyj2AHhD9afn0NUw,29,1725289848000,49
4rFs84r8Mvxp8XJz3efLXsKKkOIVpmCWK7j-nwWFqRlRiuIe,IOxlH9kM_BzWnl_fM_A1rDYkIm9ttFjkp_WYaP2qfYMBLEDwVPerk3g5,T2tRkpCih155iJ8qO_onub13XzMAZl_e3kdNa22DWGxknvdkw-XLq-3jfsnp26mwKeRGui2aKOjfSQ,4832,1725498404062,272
4Rl2gke2QdRx0bfnptJMZPLAfeii-nsusR4XmvVQ5Gq1Lauo,9tHHADGcbvgBNhyc1OqHnfK1NQsrRcFMwJm193yvfGHUUHqgsCXH9qjB,dL1ccFJR01G0qiON3JtJeBgRy6Sf5KfiQpF5zxLGtjolyDug9a8NOWY9tlEgHh8b_xKx0tFJEcom-g,4881,1722732524000,43
4S3-z7eqrFCcTALaJ1G3knXTNSrrhg0aq83pdi9AzY7ZC6xq,LpWkV-IZWK_IhF3qvnewRcK2yS8zYvhvjjwVQkeg5ctDLUZHxGYVEglB,MMjFyfHlux6ePm7MYB1DV0l1dXb9s5okShx3piC264WNLJ9mr6jZamGAw9GAorX1q9ASp9wRAnbrCg,28,1717601284000,85
4Sc2ex7H2IkqsK7xZtv01guuuLKHoKfDMSrwpilugv1zi_i8,5nNoIHPWd5pq86JyaUVenCXPMCPshXMe5kMH1YjBdJ_zTrr5BY_JjBbS,XROuATazpG7fHhJYUaAkjb3CCa-rzezew24Bnqy6OQvL81xl7puvcofAG-9-KP3CyoPaPskad9-kcQ,1151,1725328141000,601
4U4TorkX9vRN_uIKeFIXnRukzmpvkiyJpXWkei4UKe_c1UMN,z6rspoupYSBxagQgfFRKXX4yJqPs2TdVRvjBen75PADIAtH0RKUf1FyY,XJCI633NXEMJLbTKQGkyuj-V3GHactUqxoeKirjvwygB91gnUK4gnYdoFX_s96iNhh9el59-jknDvg,549,1723847097000,66
4U7dNkvhKU24_nTwMHdhxScxN4F_7cLxiGVbGMcV-jW5MGRh,rRNe_9cnngLMMnCKWxnJ1th-loqyyqVmydH_xVDjb9XsmLg7Eb-ZmDKh,aRZ5TuPuU-TqYB-qvvahwG7OIZowPfRCjEaJiY0TRZswyWs1sRw3fcrgNQkjuqS_1XJPsdINKXNmog,4881,1721694249000,71
4unxLcQ0QEhDnrRagpaDzrsz0JfAYYxVdMadc_t8ON3Re4QC,8IR9AKtmGR_BMvFYw87R8EcwmdmkK2WhOSv7gF3eItN0GXrDGY3Bx4D4,kd-x_6UlDY6277KA-xogi-PJ964ro58lgiJCJP6tfPEJ73cuCUjrzElD9FhPzCqTBUO2njWK6zAalA,5022,1725509138000,331
4UOZaP-pQ368uhUBq1vJttuAQcXK7mXgdqp6e9SiZVmRLJG5,gry9fH2rJA_-Ftr023wrxy9A7O_R9YkZzI25mRcrhHEUwjKAX6SXyZPE,byAAXJDISPqnI--EtJ83fjMkrVel0JH0C3mgUWIuzEK8rbG_PFt_CukGpVlTAo_r-zhYfiWpkcRxLg,6512,1725412703000,408
4upIbIwln8ugau9ade9H2OzfF3mPWmyOpfku6e4tscqublIS,GSheHvl-a1T0FXzV5wBzo4xq3pu4sbZqJWWgtTCQ8rmH0aMJTxyjpLVD,LDKI2Hyqy2ObEHPX7jZE6NC6h_j-xx3inJE39SFDXPB_91ngf74mDCa-YemgN7ZarR2t_vVJzkHi9Q,3543,1720229721000,204
4vAB0Y13vUbct1w7jCdsfsWVHN5h3bi3D5f8ETLsonuesKV7,OT-PvMMSMx0iqVYaiTgOTVe1v2-jCBS0a7-C1qrBG_y1yveFilvZVsi7,9JaKfpbVvSduWG0ghORrAc4yjwJ_Z2STtRV5HwoTyewJptVzK__JRWAjJ84cdINFnL9bQJhnkG6NiQ,4655,1725450542629,376
4W8Kz0HeCh4sW2Nnz9ECu2LbdPENFiB9oLdYiiDCB5-bfEd4,UuSvHar8st51jLhZ3isP3D-KLKTJhh3RDiRx_hiCl77VDpRJ6KuWGe8g,uLDOllz1D_NBuGEGHHZolhmZ2SEQU_rvEUvvOZ_a9vztTus--EC1zrMShXh5kdYTeeF9dGCDeArQ7Q,4163,1725428655256,869
4WcAXuupEUGM5SunFgNqCLUvwBnMbtYY21gTD16DT-P1bThg,VExwofnqUyApgCmPLVRon86MdLcIDb4MRNnmcF04IxWLICJh8Z7jdODn,JgUT_nshs2ejUSejZagblFydq-BaK-8g7RyK5AtMJ3IqMY_vQMJPunTHFD3VDBKlq-NIsLvDKF0CQg,6696,1725508845952,453
4wkPVYQbm5LcHozmb_Rh8oH_Dxgdbo8UOxYlr4ykWNH8qFad,Wt_WdR0Cfbh84NTULv8u9Wvp6UotibFhk36Htdcb5e9dgzNJfk8R4PUq,6-3cacvLF2Ha2hhVQNzIAhZLFXtUgqo-_GzBzynblEAw2fKQKO4sUEtHO4I8GzedC-gVZQkacQ_Ibw,5069,1724818998000,441
4wnBOCFeOj0JyHW2TWk-lT5upsFEW9SVyYm8napgQJrGZr16,lSc1M7Q-ljh8MxKyggSSKiVQW3ExKISV-uVECIwL6RclVlDfdhKAgF-Y,h2ctJoiX9F8J5CezQzXZw3KSurZ8FVSIck7CI6gfiWS2-GYNPUGaQrXWRlt99ex6L5emMLMeG0IwQg,1640,1724914657000,363
4WrQ3ZgE4vsdKKvW7c3gslaYbXgESgRbnTM47XwIW72yrJww,VdAzB1SnYTzpIFkFOrA3ArOXtCDle1IdBsmSH_VSzgXvmBQU7PqRzdus,-D3f9Wv1g2kOEZczIe52C6d-USW7DnnChfcF6zJnaP5KNglUIcn8SSCAN-CgoDheMixu2uQxwyPzBg,5416,1725428092784,435
4wY9QRphCH6GMaF07lRVaEYOecEleJSpxUrCFB97dfwJ_KGD,Ii2bARMyj43iVVf5Prw01AD8R1Zn4c_3nnKPoGaxwSM66P4H2KCj_kgb,MBUmVxfE7vSlx9vsD0kiLTCRcvGTW0H0viDSPq96_qzTqEvbFhp-H7TIQVnKnJBNQkhqeaxl4hJDrA,4069,1725421066780,782
4X9-oT41a8-m2eMBmHsKnYMP2j9_sX1OQfGTFiTqE7RuTebw,f1ilAZAKxvZL42JjL_tFxSa78D6ZpwL7VRzSdDUWD3A6jVHhTZNc57Ke,5eVwkyGN8_IEBPon1QDqV8dNQTawGCVTn74oqodcja0-vxt_IBorAuKMJvJEb6uIJDZe04NmCvJD7Q,23,1722957713000,36
4xySCwD-N_1sE3Mx2S6PhK7Chk_LhhRiponqF3I21Lr8TP9t,eBK_oA-bEZynuh6fnlNIpbCqSfQrbo53Z3gbeFfZ_D1Ylx6TPg9RL3ul,CeQ6bqtzl6tyO-8u5xU_qC-lJKjoN9oiNHlsuwFD8iT_OdeF5fFyxoMqirg0RVqC1OFc56JyINldRw,4649,1725503587512,144
4ydrwTk-_j6pdqiwYxPWQyahAQFY7yiKTZ0T5GLB1kTb-kAc,T--U__njUtTIsuAaqETt_WUXCfEd1PQ4YZDpjEWTxkm4wNxzx1w3kWQ8,D00gDX9unA9Sw8Y2NI_Uj-cL_lp0MNCLiRGYfVCBVlxFVocx28v0Ip6YcprsvLlmVjuuTb5f5qo9cA,5799,1725413004000,213
4Z0aCmd07g0Kg1TzNJvN3HcWFyIlddLyTBOXU5y1_tFbD5vB,dXkEgMRAdkJ_8uvtJ_KXRSApAQRmr4IikXCXpGMRTPPloVkf9k_KToD_,wY-woaiBi2wKUFqT1SaIur8fDnozfExJoGc3uUuhvJy9UrOXSwzipWSK5JXbjTFvk3m6_3A3YEAj5A,4658,1725432328334,467
4ZH_pL47QntPJoqQ205BlPWA8X-dqzzVGrFs_JM1M4zj2jg8,Ww7IAlG6agNpoybxEKcRN-yJt6Cqo3IyYyq7c4x9xm7KFLOlWLL_mw-4,rCk5F4cw3_S7Mlppe_1DTxaZp9hsz3P-2YFaRhAe6QMdm6jDilZ0j6fQCo6ijqAf1QznRUQ5o50JPw,2076,1722396311000,98
4Zuqlrk-xXqJ1uXWxV1Ml29t8LIjfBw3JJRlTwyZGLib0CJF,KlAmSUlLbPlgnm5qVNQuL7rLCV7dtI4Ye16vm2ADayd5UFGyAIetMgHP,mjimt9Vbv5tMmZyPQ9jvuO1Hb5Mg2kgrMb9VQOUWa5GkKBq0G29TMPzJc0_xMZMGzDqmZoEVjmFBww,5410,1725511819344,406
5-8bJwg0Y2XK71B77DVF66Nv5jlg33E7wtln3mtfaazCEPPB,12M9dVZ_e9JhxwHWrk1ld0tVG8U6O2roJJo-9h9KOkLE82KUBuXXwIi5,a9mLxQrm9SAIcIgEkNlzgIHlQKKqZ-yDeuPAYkUQrs0T46BNd_xH9saGpZohF8eJbiWl_28cV7S8rg,924,1725264636000,341
50fcVIN4bpwgkKbEF-AnnwQ73_6y9d-C1DcGEyhNZ6GIsLLH,iwLBBQRfyHwnv6YRmvCz-5JIRErKlXmXX3aPJr9ryl8-IpYyF2IFjhEr,WwyP_bRV6ErOGrAK6xTfeRLQvqvpH9YBSij9JbF6vxBGvjs4ev1nkr7CbHAjqRmLhlhjp8dJYqUW_Q,2091,1725061331000,169
51aysdbcVYseNCrOS8Qi8yuXRUPSg-6YfwyxktLNDP4tv3y1,oXKAGAit7Qp9vJ6lzt4lUgAKkPGWa60XKQYJ0u8AQZ6OepW5Mu2oAr8E,O0OgRfoT_vqpyFp_nD-Xsql1M4k649OMV9NtPqTASdbBbzux1BIGdl4Nn-PDckAZIKKv0H__uZrL0Q,6499,1725503791070,248
51mRyq_YuH4Pej0OS2hpBh39BVylG0frLyE91XmZey2oZy7s,mWulYgagiGhN39UZtIDZ_nEhCmiQtmi665dSf1p3Huf7AwKDIkuby91D,fLcNkw4KokDVp5gXs6OcIuAgNYbYasSMzWGP0s0xQXvbyYr-1aol_kq7SBwLAFcgIgUAQV3Oy46OxA,6296,1723677282000,43
522k9TWPFAS8mrhGPrAJHofjfqi4h4E2RHeGL2T7rp6aliKv,w0fvyDeJnSGPmAfshPF0U1VM_DKi7CF6kFqny11SABYVmJYTiqWrdVrv,zKtkXU4YXsKalGPHbghBwM5A0GlGwDKplL-BF2VaIFr1HwW7CbobC8cql6qPWvBKF_cdynsgclmorw,6630,1724078083000,159
52d3DGKaiVVKgxJ9TLTCYv1ojlEIfI2dAMbAKNCkNpW4qy8N,wwwzR22kGW-5IRAgJ4dVz2_I9-nmBYap08-t2C002UEDMWcPZKx100RU,trhTTShw1TTA1Aar4lWt3lCygJYVasI36RDLOqJHod4zYikXhugAqFZd7OZjp-_jve2ZGoxzgRSCzg,4782,1724905822000,80
54m6E-voIw0mHexmgIf6ny27CSNhpJhV2rA6Q0r-RI1EZzTODXRPcpYAug,uChaKVh3tKK-oN5sojNMe_CVi_cwti3wvltcqFDfzD8AyrhkdT2w1b49,fMZbtVt4X7ZA70glpLViwPpPBp_OuVcXvla9L7TIEszf9bStmKVDOA36KUNmVyj5SzQaS7HMMIZKaw,6633,1722209808000,52
54R8oM_CJv5y5i2elBkrfQFPKaH5sipnQ0kC1N_NXVqdvP7N,vY_5dDKzbFa-yyXAWVbFOpkAxNWFCaBjqNQrgaajdGOyEIu31Cv-527m,AgZb6KmcKgRu-_Po9SMmlO6jwP1OsfCqOlYvAtFd0pOrOo4SuxuNMxpkKCrrZ9HI1MhOzvvSskmJog,3862,1725508434720,255
550A4oRUD-hbHPs6R9Z1gMMlhsS8oBgHX2SFC4q2UC9VtYRR,ltz9t3z-Nu7VrFDP3pAxoz11ixUO93clIoGiqH3inQAWcvcX6jaQrK7S,tcp5gv9wcIRNtOlzWBbzAxWpwxE4tIaP86oAeSXV1p7CfeenEYnWY6zosJwHBkMg0Q1oo433LYDVJA,5227,1725511392185,162
55AnyA9Q14l847i7oEQB0H18Ld78bYMhhNWIPJBHAL6U0NjV,8PyZ3mES-V8uGfuwgBBDzVW6JZDz8NYLy_I7CXxOUgHDMZYNt5goILsI,-7wFMxpxRTGmHgbV7pvOohCCX8C5Ycyd7LrkpO1adbvQ0iAgRggvtCmeiAQQta9XlgBASc_Pcmrh8g,6503,1725269452000,658
55jVfaDoXN-JGpzVfcncO9SHXz738i9jNOxFMLeuhtEpIG3E,_sL8ocC67TA-nixEq_d_NmkiC4TKvoFW6OCA2nkS3SdG_7RnV3IenT39,j0x_rWW3Q0vIEcjnaY0PLypiyW6MVRc75kxWqzdPYlCZUiHwHW0js11lGGVSaaLfV4bEYOynQFzC0g,5807,1725311113000,490
56nnNXILTMjkoQCZ0p6Vc4Gl7OWwxD5vdwcT-omOfL01eQcn,kBFzeKPJ_2dtNvxqdm0jf3pmZ6Q8OfCowt3ma5KlkUHAR-E,8aUA0ylmO6b9TkH96f8icuemHfJBDCHHlzRcrxdnzQpITOiuPQfPWVMfs93OSi4WUal8G912KXaNbw,938,1723266177000,517
56O-0W_PkgU8yh6zoPSImTcfgKMxTEpul5jLgU7Yt1nyMkAj,V-MbAnaAJPx2ODZPT-72bAp8uR2DNRFxDpwIZt3-cuzHxwDZv8xQrc0e,nK1cmXMw8aEWFBJ6hPJFWl0rB4Bfx3hYqFxlZSEq0UHPbgytT5ebXikQXcZly9MI2d5ZQGsDt0xOjw,4683,1725332936000,500
56oHV7bCFj6nIi2cO0F8Car-VRfIzyuhGPQ2CsOGDsAzl4iX,vAeXx0bzboZ2HZp2pOGMlBf_LhhjSMDzZQY7ibXvc9GX_OWh9bzK-12u,ekwYic5ug5bS8tYmrL4wgvGmYCUGLGdfJp6rk8YFvqIO73PYFbm0zC2DkCnELQXtSroQKK8WTOpqyg,6555,1723840680000,288
56R3GmdGyDQbtIrAfaGyCC-c8HJXA3pLn4ATIHQi56eEbdE,78zDF16QxA63qO2zM_cKUobCN-wsKz--zc7Z1v9HEUQnxg,VUP-bzDbP000gGbseSkL24Bt7O2eMiG7R_PfBIZJHwnE_eYrZ1eKioQCqDRS51uQfqe_zL_wPpzYJQ,512,1723587824000,539
57LdUvebW-0RmAReny5WLN5w_bMvxABVgU07q99wC1aN6WwP,Tyqbv6sD-4kHIrgSPo_TxufzNJtnsV4e2_pdtLjwswfy2UdY3nKbG-oF,pGp0tIOg68dIHe2ocoj4WNCIx5ldpNOK73lULHZS5Np4WcfgzwZRK7wryWTAmoK-5a_VGmYK2Z-MvQ,5031,1722934281000,43
57y9u5WhB1nHhl0cl90--dXstBsW0Q-_xCMqXP1LmBtmXUGq,9uNBo6Rwy23Xjl-jD2H9JbWVQ0Y7QoK_GUxSTZjQZtK157QAXTc0V1lS,t_ycTlgagNolqo4Fgkliit07ZAAU5z1VNs23jwhLpyeVHx3q_JddSSyvCQ7820j6FqFsMhvULjh2Hw,687,1725505841000,190
57YojZVnRaex2vAQjQB3gbltW7yp31Tom0rIbLq0wRWgwo9G,oJzr9zrSgjseBUul6Wwpk4WPbHIFjFZOw2AgXPbUkF4RCY_avslG0lzT,d21Nrfqe0Ih7UMJS62T4sebLdhOj34WChZjq67Knt80hs3ViXShHGUvN6jsieklOUpXT-raf1OumOQ,5526,1725327287000,1211
57Zn0bO1pQy9-O_ZRqEmFj3t9xh7NQmjm3veBD0EKdRQPS3cNknIMiPPxA,awrMKWTGbFvkUx2BLfsrkiSSZSyX3cin9qXskCG3_u5Ada60p3EB225K,ExXT6BlsbNqLQkxly-7tiXi9q2NJoC_3_qZdQBBLEgtBvnkjO9zA9hHdMQpElJpxfYCqrq2KEV3Weg,6503,1725307977000,209
586TFFeTzS56PhsclEky63dZpA_xdywdiKy4Yq4RZX3rpq2n,c3pCn1qQHfeJUBeN6Dqfrv6SMnSwcih7CMZdSoTfjDE5Qy88z3XSic_L,xxAYeslo6hMPYrIFuLqxnYKwgCEcPzoOMl_Mqlxx0YMsssDAiDsHSbCW6KTSPiVGrBWDjx2JoS9DSA,5492,1725266965000,201
588DbWCkYxmIvC4B_UiMxZJ-jaUNMpXkKVOHxEeEpQXewVA5,ge70oMEHzyL_oO_hbeA1qjww08GN8eGx-hvMm4bJ97bR19X7EOMi-9Gm,ZdMOApHctIbKUKWHVHB8lZIiMo809oPNfdjKOscOLZaGRPcBUxUR4fLW-LUEycfKlpgJrtKPzh3-EQ,7,1724734438000,33
58DPX_uiZH1qeU1V4xJPLi1R0uYI5CU0gkhGKAD-r6ZSqbOg,T5PeKIhYK4rcNxlSm2-udx6asgrsYjTek1PP8dO7IkCYxRaEceDFSKJy,lAnu562ta7QJbbFKT8V9-kssuNMZURAYV8G3tWovrqoRHhD8mivQ1K8s7B8EIhQ3UfELW-T3M7Rutw,3103,1725471945516,619
58HJaLWHuNGiqA9a89Ag2Tg4Sc9UnAnfr3h2tuUklSnaPENg,yM_1Nc3qNN6-erstJMTw94MdHYQDT5AeY7wSiO7FMUhcFR2jC9BY9bf9,QteeaWkV4T14uABy8cdhSdusz_A-nZDV1J7SLA9RboYleVg8iJMzAhpOeXAUjNa5MwT5JPmACyOsAA,6698,1725265731000,368
59Ind88zHSZtF7ZvqSQ-Ty7uLVen-LvspF7L4ENMxBAQleo4,ko44kFV5P5cB8dVAKHJl0ZRxzZAF2dRC6jxcVSfzTvYOXsDSgnYhCKBV,Ak5hiNN2B0oC0GYhg1gXN9dJqfs0jVkeJub93s8WEcArlmrXKZqavEVPYUuT9FY_nKpj8XaBzaa4IA,1457,1716400555000,142
5af9X-b66J9KH6tN6i08vBq__jr5AGBdGXlpK2VsTrVOxn03,oxS44Bjsy193OR4tgtnhZqqT4OfiBEaLFtXVaZmgusNDxUB2QDjaVf2m,vJj871Ky8wQCCBtA9HJUDT36WZuO70docyTEk_8oz7j8oh5qj6GUHKP8z0s7xOEWgwhl1D4Om3dr0A,6622,1725494502958,427
5An1hf7lKcoBuMMeGkpE57q7R5ey-fwbR9cb0wAmEbW4q6o,7MK1v7Ps0fmfULBUHD_FHS5I_SZs-tAJhuR8q4mCs3GzLw,qkaiHSQxmpbnvkXStI6eyCqI9qLM5_rGTd4WDpLrrzNZq8kOrFbqPi-Aikoegz31mMq8mE4iVLpt6w,507,1725427312000,382
5aSDdVXCg7Cbk8am86PIYEJS7tnVx6Zqu3eAuKdl2P0LynV3,zjU7dNCmbhOfBG8GvoU7navh85kfSWAwIJwwcxWYIHXXHMVEidLJOJ43,SsYP3t7ZFYgIIa7dQ-5BP21zUpFKS3CSUKpdk87cr6ap5tOg88p9mUHTO8PEemNdQwVSPMD4LxLMNg,3545,1721207311000,45
5aUvyxPDYXfZPKwH7SOomxPYH9QHIlUiXO0ttwHMqM0LJSRY,v9Dsntj8TzauIUZ_x463DyUjm2Q62aiWOxwr9zcnIi-PRw-76BoC9t-x,doa89vDs5FIVBpvGrHpG7-f_Dqn9x6Hp1WzsYaF72s3YPMxNessuUwCBTSDmIGti0JPtMEnPLDgAVA,6450,1725428218755,298
5b0UO2VmJBDrjRFHKLcfwd_KuGEkAgvRJIzzyVS1asUUqVCT,l5QTP7irAfJnTH0Wd2Lmc0QEMDzz-w0Be8fNel_w3IZxFLHgoh98pDr9,8ZkSfg4O8erAcmVDK_ycV724_OQgXUnydo9lhwkObjKx-UEANfWRz5wqRlD4jbGgCBKzw0ziCMDWYA,3874,1724158658000,219
5BCWfk3W91bNuIjRWKUg7Nk69GIpWmZkAwcl9M5ABJwfyiyZRc5CKT5ndA,JjbHiiH4R4J5bWu_LYgU20DV9CV3WJhEhZVfOkh7DRDjCyflNKi6Kc4s,AavfZXvIcIrpnyp-jdX8pRBtih_AlZ26TQC9-Duhgtx6ASiF1VLpynZLkKJ8peN_vPaZRjkg3ThNhw,5451,1725433951150,189
5BEcvFyMPSPAEoV3Mu5q_9i0DoKK1rRzLUpGWNr6bPeAX6fE,f0nQ4QviW_HRAwvOQficzvKMHzn8fkyFItbjg1pdrwM5SCA359AT_Ft-,5aRyp8vdUz5jz41Rzh3MyHCLuodh3dLlJufS-E5_7aJxvTkK1voY9CM4ALmOfVwwBxNBPuRdrmcJwg,6585,1724836109000,507
5bm1wsN1er8nSDNSmxo-YTKpNNkf5OrHtBw0OEusdY7waT3p,W4pb_b3fCWPWjYkvrupMzMGnuhmUKHNXfudS8MDe89_KyzeyqM-hHE_U,zVrcL_1I-WR7uEzxXdIe9jpiU1963SCYmJPtQEwjH6zzQbFcEnwa3fRi1U2cgdQvz2LhcAiFk3EplQ,4777,1722461574000,88
